0.00E+00	3.00E+05	0.00E+00	0.00E+00	3.00E-02	1.00E-06
7.81E-01	3.00E+05	0.00E+00	0.00E+00	3.00E-02	1.00E-06
8.73E-01	3.00E+05	0.00E+00	0.00E+00	3.00E-02	1.00E-06
9.78E-01	3.00E+05	0.00E+00	0.00E+00	3.00E-02	1.00E-06
1.10E+00	3.00E+05	0.00E+00	0.00E+00	3.00E-02	1.00E-06
1.23E+00	3.00E+05	0.00E+00	0.00E+00	3.00E-02	1.00E-06
1.38E+00	3.00E+05	0.00E+00	0.00E+00	3.00E-02	1.00E-06
1.54E+00	3.00E+05	0.00E+00	0.00E+00	3.00E-02	1.00E-06
1.73E+00	3.00E+05	0.00E+00	0.00E+00	3.00E-02	1.00E-06
1.94E+00	3.00E+05	0.00E+00	0.00E+00	3.00E-02	1.00E-06
2.17E+00	3.00E+05	0.00E+00	0.00E+00	3.00E-02	1.00E-06
2.42E+00	3.00E+05	0.00E+00	0.00E+00	3.00E-02	1.00E-06
2.70E+00	3.00E+05	0.00E+00	0.00E+00	3.00E-02	1.00E-06
3.00E+00	3.00E+05	0.00E+00	0.00E+00	3.00E-02	1.00E-06
3.34E+00	3.00E+05	0.00E+00	0.00E+00	3.00E-02	1.00E-06
3.71E+00	3.00E+05	0.00E+00	0.00E+00	3.00E-02	1.00E-06
4.14E+00	3.00E+05	0.00E+00	0.00E+00	3.00E-02	1.00E-06
4.58E+00	3.00E+05	0.00E+00	0.00E+00	3.00E-02	1.00E-06
4.93E+00	3.00E+05	0.00E+00	0.00E+00	3.00E-02	1.00E-06
5.15E+00	3.00E+05	0.00E+00	0.00E+00	3.00E-02	1.00E-06
5.28E+00	3.00E+05	0.00E+00	0.00E+00	3.00E-02	1.00E-06
5.38E+00	3.00E+05	0.00E+00	0.00E+00	3.00E-02	1.00E-06
5.48E+00	3.00E+05	0.00E+00	0.00E+00	3.00E-02	1.00E-06
5.59E+00	3.00E+05	0.00E+00	0.00E+00	3.00E-02	1.00E-06
5.71E+00	3.00E+05	0.00E+00	0.00E+00	3.00E-02	1.00E-06
5.83E+00	3.00E+05	0.00E+00	0.00E+00	3.00E-02	1.00E-06
5.97E+00	3.00E+05	0.00E+00	0.00E+00	3.00E-02	1.00E-06
6.12E+00	3.00E+05	0.00E+00	0.00E+00	3.00E-02	1.00E-06
6.29E+00	3.00E+05	0.00E+00	0.00E+00	3.00E-02	1.00E-06
6.47E+00	3.00E+05	0.00E+00	0.00E+00	3.00E-02	1.00E-06
6.68E+00	3.00E+05	0.00E+00	0.00E+00	3.00E-02	1.00E-06
6.91E+00	3.00E+05	0.00E+00	0.00E+00	3.00E-02	1.00E-06
7.19E+00	3.00E+05	0.00E+00	0.00E+00	3.00E-02	1.00E-06
7.51E+00	3.00E+05	0.00E+00	0.00E+00	3.00E-02	1.00E-06
7.91E+00	3.00E+05	0.00E+00	0.00E+00	3.00E-02	1.00E-06
8.40E+00	3.00E+05	0.00E+00	0.00E+00	3.00E-02	1.00E-06
9.04E+00	3.00E+05	0.00E+00	0.00E+00	3.00E-02	1.00E-06
9.87E+00	3.00E+05	0.00E+00	0.00E+00	3.00E-02	1.00E-06
1.10E+01	3.00E+05	0.00E+00	0.00E+00	3.00E-02	1.00E-06
1.25E+01	3.00E+05	0.00E+00	0.00E+00	3.00E-02	1.00E-06
1.46E+01	3.00E+05	0.00E+00	0.00E+00	3.00E-02	1.00E-06
1.74E+01	3.00E+05	0.00E+00	0.00E+00	3.00E-02	1.00E-06
2.13E+01	3.00E+05	0.00E+00	0.00E+00	3.00E-02	1.00E-06
2.66E+01	3.00E+05	0.00E+00	0.00E+00	3.00E-02	1.00E-06
3.37E+01	3.00E+05	0.00E+00	0.00E+00	3.00E-02	1.00E-06
4.33E+01	3.00E+05	0.00E+00	0.00E+00	3.00E-02	1.00E-06
5.66E+01	3.00E+05	0.00E+00	0.00E+00	3.00E-02	1.00E-06
7.60E+01	3.00E+05	0.00E+00	0.00E+00	3.00E-02	1.00E-06
1.05E+02	3.00E+05	0.00E+00	0.00E+00	3.00E-02	1.00E-06
1.50E+02	3.00E+05	0.00E+00	0.00E+00	3.00E-02	1.00E-06
